gene_symbol	gene_dpi	gene_pli	protein_class	diseaseid	disease_semantic_type	score	ei	el	year_initial	year_final
TRDN	0.462	8.357e-22		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
YAP1	0.808	0.99918	DTO_05007584	C0018818	Congenital Abnormality	0.01	1.0		2015	2015
STIN2-VNTR	0.538			C0018818	Congenital Abnormality	0.01	1.0		2009	2009
PRRT2	0.808	0.57919		C0018818	Congenital Abnormality	0.01	1.0		2018	2018
TUBA3D	0.269	7.2364e-10		C0018818	Congenital Abnormality	0.01	1.0		2018	2018
CPB1	0.654	2.6104e-22	DTO_05007624	C0018818	Congenital Abnormality	0.01	1.0		2019	2019
CRP	0.962	0.0036969		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
CTNNB1	0.885	0.99999		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
GRK2	0.654	0.99998	DTO_03300101	C0018818	Congenital Abnormality	0.01	1.0		2018	2018
DARS1	0.5	8.536e-06	DTO_05007624	C0018818	Congenital Abnormality	0.01	1.0		2016	2016
DECR1	0.885	4.4689e-14	DTO_05007624	C0018818	Congenital Abnormality	0.01	1.0		2014	2014
DNMT3B	0.846	0.19964		C0018818	Congenital Abnormality	0.01	1.0		2006	2006
DNTT	0.692	2.9548e-10	DTO_05007624	C0018818	Congenital Abnormality	0.01	1.0		2007	2007
EGFR	0.885	0.36837	DTO_03300101	C0018818	Congenital Abnormality	0.01	1.0		2019	2019
ALB	0.962	0.64329	DTO_05007405	C0018818	Congenital Abnormality	0.01	1.0		2018	2018
FABP3	0.692	0.44326		C0018818	Congenital Abnormality	0.01	1.0		2013	2013
FGFR3	0.846	1.6432e-05	DTO_03300101	C0018818	Congenital Abnormality	0.01	1.0		2017	2017
WDFY3	0.423	1.0		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
FN1	0.962	0.0014045	DTO_05007599	C0018818	Congenital Abnormality	0.01	1.0		2003	2003
SIRT1	0.885	0.087326	DTO_05007378	C0018818	Congenital Abnormality	0.01	1.0		2012	2012
ZFPM2	0.731	1.0	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2012	2012
PRPF31	0.731	0.98313	DTO_05007557	C0018818	Congenital Abnormality	0.01	1.0		2013	2013
GH1	0.923	0.030057	DTO_05007599	C0018818	Congenital Abnormality	0.01	1.0		2007	2007
GRB2	0.769	0.93934		C0018818	Congenital Abnormality	0.01	1.0		1975	1975
SLC25A5	0.346	0.93194	DTO_05007405	C0018818	Congenital Abnormality	0.01	1.0		2010	2010
HAS2	0.692	0.99013		C0018818	Congenital Abnormality	0.01	1.0		2014	2014
HMGN1	0.538	0.20661	DTO_05007557	C0018818	Congenital Abnormality	0.01	1.0		2000	2000
HOXA1	0.769	0.28514		C0018818	Congenital Abnormality	0.01	1.0		2013	2013
HOXB1	0.538	0.081766		C0018818	Congenital Abnormality	0.01	1.0		2018	2018
ARSH	0.577	7.3193e-08		C0018818	Congenital Abnormality	0.01	1.0		1975	1975
IGF1	0.885	0.2716		C0018818	Congenital Abnormality	0.01	1.0		2007	2007
APOE	0.962	0.0018685		C0018818	Congenital Abnormality	0.01	1.0		2010	2010
IGF2	0.885	0.044127		C0018818	Congenital Abnormality	0.01	1.0		2017	2017
APP	0.846	0.046544	DTO_05007584	C0018818	Congenital Abnormality	0.01	1.0		2017	2017
LRPAP1	0.731	4.4951e-07		C0018818	Congenital Abnormality	0.01	1.0		2002	2002
MIR1-1	0.115			C0018818	Congenital Abnormality	0.01	1.0		2013	2013
MIR181C	0.769			C0018818	Congenital Abnormality	0.01	1.0		2013	2013
MIR191	0.731			C0018818	Congenital Abnormality	0.01	1.0		2019	2019
SMAD2	0.808	0.99661	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2013	2013
SMAD3	0.923	0.79796	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2015	2015
SMAD7	0.769	0.54854	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2009	2009
ARSA	0.923	1.0893e-11	DTO_05007624	C0018818	Congenital Abnormality	0.01	1.0		2018	2018
MEF2C	0.769	0.017256	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2018	2018
ASD1	0.154			C0018818	Congenital Abnormality	0.01	1.0		2017	2017
MTHFR	0.885	3.2068e-10		C0018818	Congenital Abnormality	0.01	1.0		2017	2017
MTR	0.808	2.4301e-12		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
MYBPC3	0.385	8.0087e-11		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
RERE	0.846	1.0		C0018818	Congenital Abnormality	0.01	1.0		2018	2018
NOTCH1	0.885	1.0		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
OPRD1	0.731	0.0033233	DTO_02300001	C0018818	Congenital Abnormality	0.01	1.0		2017	2017
PAX2	0.731	0.66999		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
TRIM33	0.577	1.0		C0018818	Congenital Abnormality	0.01	0.0		2019	2019
KLF13	0.577	0.40432	DTO_05007557	C0018818	Congenital Abnormality	0.01	1.0		2017	2017
PFKL	0.269	2.702e-17	DTO_03300101	C0018818	Congenital Abnormality	0.01	1.0		2001	2001
PLN	0.577	0.44947		C0018818	Congenital Abnormality	0.01	0.0		2007	2007
MEG3	0.846			C0018818	Congenital Abnormality	0.01	1.0		2019	2019
PRKCA	0.846	0.3677	DTO_03300101	C0018818	Congenital Abnormality	0.01	1.0		2018	2018
PRKCB	0.885	1.0	DTO_03300101	C0018818	Congenital Abnormality	0.01	1.0		2018	2018
PSEN1	0.846	0.97322	DTO_05007624	C0018818	Congenital Abnormality	0.01	1.0		2011	2011
RTN4	0.692	0.45318		C0018818	Congenital Abnormality	0.01	0.0		2011	2011
HOMEZ	0.038	0.015814	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2013	2013
SENP2	0.577	0.98262	DTO_05007624	C0018818	Congenital Abnormality	0.01	1.0		2012	2012
ROBO1	0.731	7.2696e-16		C0018818	Congenital Abnormality	0.01	1.0		2018	2018
SNHG6	0.423			C0018818	Congenital Abnormality	0.01	1.0		2019	2019
BMP2	0.846	0.98799	DTO_05007599	C0018818	Congenital Abnormality	0.01	1.0		2017	2017
SLC6A4	0.808	0.24602	DTO_05007405	C0018818	Congenital Abnormality	0.01	1.0		2009	2009
SMN2	0.769	0.10337		C0018818	Congenital Abnormality	0.01	1.0		2008	2008
SOX9	0.846	0.99772		C0018818	Congenital Abnormality	0.01	1.0		2013	2013
TBX2	0.769	0.99329	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2013	2013
MIR421	0.692			C0018818	Congenital Abnormality	0.01	0.0		2018	2018
TCF21	0.692	0.82553		C0018818	Congenital Abnormality	0.01	1.0		2017	2017
ACTC1	0.538	0.73668	DTO_05007530	C0018818	Congenital Abnormality	0.01	1.0		2013	2013
LEFTY2	0.231	0.00029307	DTO_05007599	C0018818	Congenital Abnormality	0.01	1.0		2013	2013
THBS1	0.885	0.99985		C0018818	Congenital Abnormality	0.01	1.0		2017	2017
TMSB4X	0.692	0.41205		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
TNXB	0.731	0.018547		C0018818	Congenital Abnormality	0.01	1.0		2018	2018
SUMO1	0.731	0.86128		C0018818	Congenital Abnormality	0.01	1.0		2011	2011
VEGFA	0.923	2.4085e-05	DTO_05007599	C0018818	Congenital Abnormality	0.01	1.0		2007	2007
VEGFC	0.769	0.49565	DTO_05007599	C0018818	Congenital Abnormality	0.01	1.0		2007	2007
AVSD1	0.192			C0018818	Congenital Abnormality	0.01	1.0		2017	2017
CRELD1	0.269	1.3432e-11	DTO_05007616	C0018818	Congenital Abnormality	0.01	1.0		2015	2015
NOX5	0.538	3.049e-28		C0018818	Congenital Abnormality	0.01	1.0		2014	2014
SSPN	0.462	0.039646		C0018818	Congenital Abnormality	0.01	1.0		2017	2017
ULK1	0.769	0.99318	DTO_03300101	C0018818	Congenital Abnormality	0.01	1.0		2017	2017
ADO	0.538	0.48027		C0018818	Congenital Abnormality	0.01	1.0		2017	2017
NRP1	0.808	0.98584		C0018818	Congenital Abnormality	0.01	1.0		2014	2014
FOXH1	0.654	0.041555		C0018818	Congenital Abnormality	0.01	1.0		2010	2010
TBX18	0.231	0.99905	DTO_05007542	C0018818	Congenital Abnormality	0.01	1.0		2013	2013
CD80	0.769	0.010898		C0018818	Congenital Abnormality	0.01	1.0		2019	2019
MATR3	0.538	1.0		C0018818	Congenital Abnormality	0.01	1.0		2015	2015
REC8	0.231	5.5411e-06		C0018818	Congenital Abnormality	0.01	1.0		1991	1991
SCO2	0.846	7.5473e-07	DTO_05007624	C0018818	Congenital Abnormality	0.01	0.0		2018	2018
BPTF	0.769	1.0		C4023249	Congenital Abnormality	0.1				
PSMD12	0.808	0.99984	DTO_05007584	C4023249	Congenital Abnormality	0.1				
PTCH1	0.885	1.0		C4023249	Congenital Abnormality	0.1				
SON	0.769	1.0		C4023249	Congenital Abnormality	0.1				
GDF1	0.692	0.41237	DTO_05007599	C1956410	Congenital Abnormality	0.3	1.0		2007	2007
CFC1	0.577	0.10509	DTO_05007616	C1956410	Congenital Abnormality	0.3	1.0		2002	2002
YES1	0.577	4.0091e-05	DTO_03300101	C1956410	Congenital Abnormality	0.3	1.0		2014	2014
H3-3A	0.692	0.1231		C0265865	Congenital Abnormality	0.1				
CFC1	0.577	0.10509	DTO_05007616	C0265865	Congenital Abnormality	0.1				
CDK8	0.654	0.40964	DTO_03300101	C0392482	Congenital Abnormality	0.1				
MMP21	0.385	1.3213e-09	DTO_05007624	C0392482	Congenital Abnormality	0.1				
EVC2	0.692	1.0207e-34		C0392482	Congenital Abnormality	0.1				
EVC	0.577	3.462e-25		C0392482	Congenital Abnormality	0.1				
GATA4	0.846	0.49308		C0392482	Congenital Abnormality	0.1				
GATA6	0.808	0.99709		C0392482	Congenital Abnormality	0.1				
GDF1	0.692	0.41237	DTO_05007599	C0392482	Congenital Abnormality	0.1				
NR2F2	0.692	0.98972	DTO_00102000	C0392482	Congenital Abnormality	0.1				
ZIC3	0.423	0.92495	DTO_05007542	C0392482	Congenital Abnormality	0.1				
CRELD1	0.269	1.3432e-11	DTO_05007616	C0392482	Congenital Abnormality	0.1				
DHCR7	0.846	3.949e-13	DTO_05007624	C0392482	Congenital Abnormality	0.01	1.0		2003	2003
CCBE1	0.769	1.5315e-07	DTO_05007616	C1856140	Finding	0.1				
FAT4	0.808	1.0		C1856140	Finding	0.1				
DES	0.846	0.0088282		C4023289	Congenital Abnormality	0.1				
EXT1	0.769	0.99732	DTO_05007624	C4025754	Anatomical Abnormality	0.1				
EXT2	0.654	1.3179e-09	DTO_05007624	C4025754	Anatomical Abnormality	0.1				
CITED2	0.654	0.76271	DTO_05007542	C0344925	Congenital Abnormality	0.1				
GATA6	0.808	0.99709		C0344925	Congenital Abnormality	0.1				
ATRX	0.808	1.0		C0344925	Congenital Abnormality	0.1				
RAD21	0.846	0.99701		C0344925	Congenital Abnormality	0.1				
BMP2	0.846	0.98799	DTO_05007599	C0344925	Congenital Abnormality	0.1				
ZEB2	0.808	1.0	DTO_05007542	C0344925	Congenital Abnormality	0.1				
WDFY3	0.423	1.0		C0344925	Congenital Abnormality	0.01	1.0		2019	2019
GATA4	0.846	0.49308		C0344925	Congenital Abnormality	0.01	1.0		2010	2010
NFATC1	0.731	0.15652	DTO_05007542	C0344925	Congenital Abnormality	0.01	1.0		2011	2011
ELN	0.885	2.1429e-14		C0238397	Anatomical Abnormality	0.11	1.0		2008	2008
GPC6	0.654	0.14181		C0238397	Anatomical Abnormality	0.1				
TCIRG1	0.692	2.3981e-13	DTO_05007405	C0238397	Anatomical Abnormality	0.1				
CLCN7	0.731	0.27238	DTO_01300327	C0238397	Anatomical Abnormality	0.1				
A2ML1	0.692	1.6109e-34	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
DYRK1A	0.769	0.99967	DTO_03300101	C0238397	Anatomical Abnormality	0.1				
MRAS	0.731	0.92111	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
KAT6B	0.731	1.0	DTO_05007624	C0238397	Anatomical Abnormality	0.1				
GATA4	0.846	0.49308		C0238397	Anatomical Abnormality	0.1				
GATA6	0.808	0.99709		C0238397	Anatomical Abnormality	0.1				
SNX10	0.577	3.3891e-10		C0238397	Anatomical Abnormality	0.1				
KRAS	0.923	0.00078803	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
MGP	0.846	3.6072e-05		C0238397	Anatomical Abnormality	0.1				
NRAS	0.808	0.49009	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
POLA1	0.731	1.0		C0238397	Anatomical Abnormality	0.1				
WNT4	0.731	0.12766	DTO_05007599	C0238397	Anatomical Abnormality	0.1				
ARHGAP31	0.615	0.99999		C0238397	Anatomical Abnormality	0.1				
PTPN11	0.923	0.99998		C0238397	Anatomical Abnormality	0.1				
RAF1	0.885	0.85295	DTO_03300101	C0238397	Anatomical Abnormality	0.1				
RASA2	0.769	7.391e-31	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
RIT1	0.808	0.13281	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
RPL10	0.731	0.90915	DTO_05007557	C0238397	Anatomical Abnormality	0.1				
RRAS	0.808	0.004663	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
BCL11B	0.731	0.98881	DTO_05007542	C0238397	Anatomical Abnormality	0.1				
SOS1	0.808	1.0	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
SOS2	0.692	0.99955	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
BRAF	0.846	0.99995	DTO_03300101	C0238397	Anatomical Abnormality	0.1				
WRN	0.808	2.6432e-34	DTO_05007624	C0238397	Anatomical Abnormality	0.1				
SLC2A10	0.615	1.5672e-08	DTO_05007405	C0238397	Anatomical Abnormality	0.1				
LZTR1	0.808	1.0211e-92		C0238397	Anatomical Abnormality	0.1				
NAA10	0.692	0.76179	DTO_05007624	C0238397	Anatomical Abnormality	0.1				
LTBP4	0.654	0.49911	DTO_05007616	C0238397	Anatomical Abnormality	0.1				
TNFSF11	0.846	0.0049159	DTO_05007599	C0238397	Anatomical Abnormality	0.1				
CCNQ	0.462	0.90384	DTO_05007584	C0238397	Anatomical Abnormality	0.1				
ZEB2	0.808	1.0	DTO_05007542	C0238397	Anatomical Abnormality	0.1				
AVSD1	0.192			C0238397	Anatomical Abnormality	0.01	1.0		2009	2009
NKX2-5	0.692	0.94531	DTO_05007542	C0016522	Congenital Abnormality	0.33	1.0		2003	2017
GATA4	0.846	0.49308		C0016522	Congenital Abnormality	0.21	1.0		2011	2012
CCN1	0.731	0.71388	DTO_05007599	C0016522	Congenital Abnormality	0.2	1.0		2006	2006
NTF3	0.808	0.93201	DTO_05007599	C0016522	Congenital Abnormality	0.2	1.0		1994	2009
TSFM	0.423	1.9197e-09	DTO_05007557	C0016522	Congenital Abnormality	0.1				
STAMBP	0.423	5.4496e-05	DTO_05007624	C0016522	Congenital Abnormality	0.1				
COL11A1	0.846	1.0		C0016522	Congenital Abnormality	0.1				
ASXL1	0.808	1.2511e-14		C0016522	Congenital Abnormality	0.1				
DVL3	0.731	0.38544	DTO_05007599	C0016522	Congenital Abnormality	0.1				
FLCN	0.885	0.78892		C0016522	Congenital Abnormality	0.1				
FGF14	0.692	0.90887	DTO_05007599	C0016522	Congenital Abnormality	0.1				
FLNC	0.615	0.99994		C0016522	Congenital Abnormality	0.1				
MED13L	0.538	1.0		C0016522	Congenital Abnormality	0.1				
ADNP	0.808	1.0		C0016522	Congenital Abnormality	0.1				
PIGN	0.615	2.29e-21	DTO_05007621	C0016522	Congenital Abnormality	0.1				
GAA	0.577	2.8174e-18	DTO_05007624	C0016522	Congenital Abnormality	0.1	1.0		2015	2015
AAR2	0.192	8.3057e-06		C0016522	Congenital Abnormality	0.1				
PHGDH	0.885	0.00013308	DTO_05007624	C0016522	Congenital Abnormality	0.1				
B3GAT3	0.538	2.7099e-08	DTO_05007624	C0016522	Congenital Abnormality	0.1				
GATA6	0.808	0.99709		C0016522	Congenital Abnormality	0.1				
GDF1	0.692	0.41237	DTO_05007599	C0016522	Congenital Abnormality	0.1				
DSE	0.462	0.6331		C0016522	Congenital Abnormality	0.1				
HNRNPK	0.846	0.99998	DTO_05007624	C0016522	Congenital Abnormality	0.1				
HSPA9	0.885	0.96852		C0016522	Congenital Abnormality	0.1				
IGF1R	0.885	0.96799	DTO_03300101	C0016522	Congenital Abnormality	0.1				
ACADVL	0.654	4.2385e-15	DTO_05007624	C0016522	Congenital Abnormality	0.1				
MYH6	0.615	1.5952e-32		C0016522	Congenital Abnormality	0.1				
NF1	0.885	0.90175	DTO_05007584	C0016522	Congenital Abnormality	0.1				
NONO	0.731	0.9935	DTO_05007557	C0016522	Congenital Abnormality	0.1				
NOTCH1	0.885	1.0		C0016522	Congenital Abnormality	0.1				
ASCC1	0.846	2.6051e-14		C0016522	Congenital Abnormality	0.1				
PLD1	0.731	4.7758e-21		C0016522	Congenital Abnormality	0.1				
NCAPG2	0.731	0.97764		C0016522	Congenital Abnormality	0.1				
PPP1CB	0.577	0.99912	DTO_05007624	C0016522	Congenital Abnormality	0.1				
FANCI	0.731	8.9116e-37		C0016522	Congenital Abnormality	0.1				
PEX26	0.615	0.93189		C0016522	Congenital Abnormality	0.1				
PACS1	0.615	0.99999		C0016522	Congenital Abnormality	0.1				
WDR35	0.692	1.0462e-22		C0016522	Congenital Abnormality	0.1				
RAC1	0.962	0.76228	DTO_05007584	C0016522	Congenital Abnormality	0.1				
RPL11	0.577	0.96088	DTO_05007557	C0016522	Congenital Abnormality	0.1				
NSD1	0.769	1.0	DTO_05007378	C0016522	Congenital Abnormality	0.1				
SOS1	0.808	1.0	DTO_05007584	C0016522	Congenital Abnormality	0.1	1.0		2007	2011
STAT1	0.885	0.99999	DTO_05007557	C0016522	Congenital Abnormality	0.1				
MAP3K7	0.808	0.99971	DTO_03300101	C0016522	Congenital Abnormality	0.1				
TALDO1	0.654	2.5234e-06		C0016522	Congenital Abnormality	0.1				
NKX2-1	0.808	0.35874	DTO_05007542	C0016522	Congenital Abnormality	0.1				
TKT	0.769	0.006748	DTO_05007624	C0016522	Congenital Abnormality	0.1				
UBE2A	0.692	0.815		C0016522	Congenital Abnormality	0.1				
ALG12	0.5	1.1758e-07	DTO_05007624	C0016522	Congenital Abnormality	0.1				
TRRAP	0.692	1.0		C0016522	Congenital Abnormality	0.1				
LTBP4	0.654	0.49911	DTO_05007616	C0016522	Congenital Abnormality	0.1				
PIGQ	0.577	1.3575e-06	DTO_05007624	C0016522	Congenital Abnormality	0.1				
CHST3	0.846	0.0072431		C0016522	Congenital Abnormality	0.1				
TMEM94	0.654	2.7548e-14		C0016522	Congenital Abnormality	0.1				
F2	0.885	0.0011118	DTO_05007624	C0016522	Congenital Abnormality	0.04	1.0		2007	2013
F5	0.846	5.919e-15	DTO_05007624	C0016522	Congenital Abnormality	0.04	1.0		2003	2009
ARSD	0.808	0.0016285	DTO_05007624	C0016522	Congenital Abnormality	0.03	0.667		2011	2018
MTHFR	0.885	3.2068e-10		C0016522	Congenital Abnormality	0.02	1.0		2010	2013
P2RY12	0.731	0.0016859	DTO_02300001	C0016522	Congenital Abnormality	0.02	1.0		2018	2018
C20orf181	0.885			C0016522	Congenital Abnormality	0.01	1.0		2018	2018
CHM	0.654	0.99899	DTO_05007624	C0016522	Congenital Abnormality	0.01	1.0		2019	2019
CLNK	0.269	1.7251e-29	DTO_05007599	C0016522	Congenital Abnormality	0.01	1.0		2017	2017
COX8A	0.846	0.11606	DTO_05007624	C0016522	Congenital Abnormality	0.01	1.0		2003	2003
F3	0.846	0.018872	DTO_05007575	C0016522	Congenital Abnormality	0.01	1.0		2011	2011
NNT	0.577	0.97271	DTO_05007624	C0016522	Congenital Abnormality	0.01	1.0		2018	2018
APOC3	0.731	0.010024		C0016522	Congenital Abnormality	0.01	1.0		2013	2013
MSX2	0.769	0.26173	DTO_05007542	C0016522	Congenital Abnormality	0.01	1.0		2018	2018
ATP1A2	0.615	0.00018093	DTO_05007405	C0016522	Congenital Abnormality	0.01	1.0		2018	2018
NPPB	0.808	9.8786e-06		C0016522	Congenital Abnormality	0.01	1.0		2019	2019
CHDH	0.769	1.685e-06	DTO_05007624	C0016522	Congenital Abnormality	0.01	1.0		2011	2011
RENBP	0.769	0.44916	DTO_05007624	C0016522	Congenital Abnormality	0.01	1.0		2008	2008
VWF	0.885	3.2187e-25	DTO_05007584	C0016522	Congenital Abnormality	0.01	1.0		2005	2005
G6PC3	0.731	4.7177e-06		C0016522	Congenital Abnormality	0.01	1.0		2011	2011
POLR3A	0.769	1.2821e-23	DTO_05007624	C4022397	Congenital Abnormality	0.1				
ANKRD11	0.808	1.0		C4022397	Congenital Abnormality	0.1				
MYRF	0.731	1.0		C4255215	Disease or Syndrome; Congenital Abnormality	0.1				
VEGFA	0.923	2.4085e-05	DTO_05007599	C0265831	Congenital Abnormality	0.01	1.0		2019	2019
FLNA	0.846	1.0		C4025001	Anatomical Abnormality	0.1				
DVL3	0.731	0.38544	DTO_05007599	C0265856	Disease or Syndrome	0.1				
TBX20	0.346	0.97302	DTO_05007542	C0344963	Disease or Syndrome	0.1				
NOTCH1	0.885	1.0		C0344963	Disease or Syndrome	0.01	1.0		2017	2017
FLNC	0.615	0.99994		C4021264	Anatomical Abnormality	0.1				
MAP2K2	0.731	0.96673	DTO_03300101	C4021264	Anatomical Abnormality	0.1				
TRAF7	0.423	0.021819		C4023295	Anatomical Abnormality	0.1				
ACTL6A	0.346	0.99665	DTO_05007530	C4023295	Anatomical Abnormality	0.1				
FLNC	0.615	0.99994		C4531288	Anatomical Abnormality	0.1				
TRAF3IP2	0.692	1.615e-09		C4021662	Anatomical Abnormality	0.1				
IL17F	0.808	0.039165		C4021662	Anatomical Abnormality	0.1				
ELN	0.885	2.1429e-14		C4021662	Anatomical Abnormality	0.1				
IL17RA	0.808	0.00035636		C4021662	Anatomical Abnormality	0.1				
TBL2	0.731	0.00018452		C4021662	Anatomical Abnormality	0.1				
GLA	0.769	0.99675		C4021662	Anatomical Abnormality	0.1				
GTF2I	0.808	0.99592		C4021662	Anatomical Abnormality	0.1				
HLA-B	0.885	3.8642e-05		C4021662	Anatomical Abnormality	0.1				
IL12B	0.885	0.00011439	DTO_05007599	C4021662	Anatomical Abnormality	0.1				
ABCC6	0.654	5.6167e-35	DTO_05007405	C4021662	Anatomical Abnormality	0.1				
LIMK1	0.731	0.99937	DTO_03300101	C4021662	Anatomical Abnormality	0.1				
MYH7	0.692	4.2385e-16		C4021662	Anatomical Abnormality	0.1				
ENPP1	0.808	4.9944e-08	DTO_05007624	C4021662	Anatomical Abnormality	0.1				
PTPN11	0.923	0.99998		C4021662	Anatomical Abnormality	0.1				
RAF1	0.885	0.85295	DTO_03300101	C4021662	Anatomical Abnormality	0.1				
RFC2	0.769	2.2054e-06	DTO_05007624	C4021662	Anatomical Abnormality	0.1				
CLEC7A	0.769	5.5087e-12		C4021662	Anatomical Abnormality	0.1				
BRAF	0.846	0.99995	DTO_03300101	C4021662	Anatomical Abnormality	0.1				
MLX	0.346	0.11032		C4021662	Anatomical Abnormality	0.1				
CLIP2	0.808	0.99997	DTO_05007530	C4021662	Anatomical Abnormality	0.1				
IL17RC	0.615	2.3004e-14		C4021662	Anatomical Abnormality	0.1				
BAZ1B	0.731	1.0		C4021662	Anatomical Abnormality	0.1				
GTF2IRD1	0.769	0.90039		C4021662	Anatomical Abnormality	0.1				
CREBBP	0.808	1.0		C0221214	Congenital Abnormality	0.1				
EP300	0.846	1.0		C0221214	Congenital Abnormality	0.1				
PIK3R2	0.808	0.016273	DTO_05007584	C0221214	Congenital Abnormality	0.1				
ELN	0.885	2.1429e-14		C0221214	Congenital Abnormality	0.01	1.0		1999	1999
DMTN	0.538	0.90082	DTO_05007530	C0221214	Congenital Abnormality	0.01	1.0		2018	2018
GPER1	0.731	0.57434	DTO_02300001	C0221214	Congenital Abnormality	0.01	1.0		2007	2007
MAOA	0.769	0.99928		C0221214	Congenital Abnormality	0.01	1.0		2019	2019
ROS1	0.885	1.6184e-72	DTO_03300101	C0221214	Congenital Abnormality	0.01	1.0		2019	2019
CITED2	0.654	0.76271	DTO_05007542	C0344730	Congenital Abnormality	0.3	1.0		2005	2005
ANKRD1	0.692	2.6259e-10		C0344730	Congenital Abnormality	0.01	1.0		2019	2019
MYH6	0.615	1.5952e-32		C0344730	Congenital Abnormality	0.01	1.0		2018	2018
MMP21	0.385	1.3213e-09	DTO_05007624	C4023237	Congenital Abnormality	0.1				
ZEB2	0.808	1.0	DTO_05007542	C4023237	Congenital Abnormality	0.1				
SRCAP	0.731	1.0		C4023278	Anatomical Abnormality	0.1				
CFC1	0.577	0.10509	DTO_05007616	C0040761	Congenital Abnormality	0.61	1.0		1999	2002
GDF1	0.692	0.41237	DTO_05007599	C0040761	Congenital Abnormality	0.41	1.0		2007	2007
DVL2	0.577	1.3576e-05	DTO_05007599	C0040761	Congenital Abnormality	0.2	1.0		2002	2002
HSPG2	0.885	1.0376e-19	DTO_05007584	C0040761	Congenital Abnormality	0.2	1.0		1999	2003
CFC1B	0.115			C0040761	Congenital Abnormality	0.2	1.0		1999	1999
TBX1	0.808	0.83661	DTO_05007542	C0040761	Congenital Abnormality	0.2	1.0		1991	2018
MED13L	0.538	1.0		C0040761	Congenital Abnormality	0.16	1.0		2003	2019
ZIC3	0.423	0.92495	DTO_05007542	C0040761	Congenital Abnormality	0.12	1.0		2000	2013
